order_no,user_id,pay_type,pay_status,amount,gift_amount,real_amount,create_time,is_first_order
118840721,38556,4,2,2711,27.11,2738.11,1764634739,1
149710892,38556,1,3,70218,702.18,70920.18,1764893316,0
136879742,38556,4,NA,5877,58.77,5935.77,1765719257,0
147577694,38556,2,2,1185,11.85,1196.85,1765911982,0
143411728,38556,4,5,7932,79.32,8011.32,1766092915,0
141194469,38556,2,2,2687,26.87,2713.87,1766126338,0
146658977,38556,1,4,48089,480.89,48569.89,1766275223,0
121209939,38556,5,2,2229,22.29,2251.29,1766423013,0
108809509,38556,1,4,1971,19.71,1990.71,1766430371,0
113720978,38556,5,2,3580,35.8,3615.8,1766455665,0
145932463,38556,3,5,11748,117.48,11865.48,1766767281,0
121721376,38556,2,4,2902,29.02,2931.02,1766855209,0
120562684,38556,4,NA,12296,122.96,12418.96,1767034520,0
145793944,38977,5,2,629,6.29,635.29,1766333464,1
119901103,38977,5,4,118,1.18,119.18,1766697815,0
123297204,39032,4,4,365,3.65,368.65,1766616951,1
133742499,39141,4,1,234,2.34,236.34,1764530158,1
103649887,39158,2,4,165,1.65,166.65,1764640587,1
122826633,39158,1,1,576,5.76,581.76,1765368632,0
129739350,39158,5,1,313,3.13,316.13,1766713236,0
145334815,39213,3,2,308,3.08,311.08,1765214152,1
143983017,39217,5,2,568,5.68,573.68,1765198420,1
110296715,39255,5,1,321,3.21,324.21,1766473548,1
103612049,39255,1,2,656,6.56,662.56,1766942694,0
115988736,39352,5,2,188,1.88,189.88,1765112225,1
132447269,39352,5,3,96,0.96,96.96,1766905185,0
147096554,39400,1,2,323,3.23,326.23,1766015802,1
119836091,39400,1,3,398,3.98,401.98,1766338758,0
138478600,39402,4,3,12190,121.9,12311.9,1764742905,1
100185181,39402,4,2,1351,13.51,1364.51,1765193372,0
108509809,39402,NA,2,61090,610.9,61700.9,1765516002,0
129192635,39402,5,2,6474,64.74,6538.74,1765607319,0
139703263,39402,2,2,1752,17.52,1769.52,1765904843,0
144104282,39402,2,2,12813,128.13,12941.13,1765993891,0
103065282,39402,5,2,62499,624.99,63123.99,1766040749,0
138770611,39402,1,4,3593,35.93,3628.93,1766255529,0
103341638,39402,4,5,4049,40.49,4089.49,1766537939,0
123577361,39402,5,2,1889,18.89,1907.89,1767097860,0
125235903,39593,4,3,420,4.2,424.2,1766320808,1
101307808,39611,5,2,13838,138.38,13976.38,1764570632,1
105136157,39611,4,2,4596,45.96,4641.96,1764571964,0
106198492,39611,4,5,1091,10.91,1101.91,1764781881,0
137189933,39611,1,4,2363,23.63,2386.63,1765001420,0
131862675,39611,2,4,3088,30.88,3118.88,1765133327,0
129284467,39611,2,2,3229,32.29,3261.29,1765173692,0
110776887,39611,2,4,4679,46.79,4725.79,1765474785,0
136850644,39611,3,4,1734,17.34,1751.34,1765700121,0
101389216,39611,5,1,12702,127.02,12829.02,1765705899,0
108111989,39611,4,4,15965,159.65,16124.65,1765780996,0
132416430,39611,4,2,11552,115.52,11667.52,1765827237,0
112017871,39611,3,4,3729,37.29,3766.29,1765875354,0
142717645,39611,3,4,4123,41.23,4164.23,1765975895,0
114029398,39611,4,2,1766,17.66,1783.66,1766297400,0
124060564,39611,4,2,9144,91.44,9235.44,1766645850,0
112732213,39611,3,2,3158,31.58,3189.58,1766752536,0
128483142,39611,4,1,1978,19.78,1997.78,1766789087,0
141725717,39611,3,2,16530,165.3,16695.3,1766943870,0
135573820,39611,3,3,5312,53.12,5365.12,1767012441,0
118024100,39611,5,2,3438,34.38,3472.38,1767013153,0
101317321,39611,3,2,1514,15.14,1529.14,1767115387,0
106571276,39611,5,2,12103,121.03,12224.03,1767184136,0
141951541,39638,4,4,229,2.29,231.29,1766915265,1
131417353,39754,1,5,10697,106.97,10803.97,1764657228,1
130540048,39754,1,1,19599,195.99,19794.99,1764688803,0
107058292,39754,2,4,1110,11.1,1121.1,1764784633,0
127016586,39754,3,2,3196,31.96,3227.96,1764957465,0
107072915,39754,4,2,3236,32.36,3268.36,1765176429,0
113447445,39754,5,5,2534,25.34,2559.34,1765208152,0
129231328,39754,3,4,13068,130.68,13198.68,1765456983,0
110768343,39754,5,1,6258,62.58,6320.58,1765669875,0
131914178,39754,4,5,3656,36.56,3692.56,1766060966,0
104780271,39754,1,2,2279,22.79,2301.79,1766135504,0
144793869,39754,4,2,2617,26.17,2643.17,1766270949,0
101146918,39754,1,4,7963,79.63,8042.63,1766275490,0
140250244,39754,2,4,13975,139.75,14114.75,1766337812,0
144406755,39754,2,4,56866,568.66,57434.66,1766425325,0
124086106,39754,3,2,6654,66.54,6720.54,1766573508,0
113531551,39754,4,4,5172,51.72,5223.72,1766598735,0
135527221,39754,3,4,9921,99.21,10020.21,1766628379,0
135786232,39754,5,4,15669,156.69,15825.69,1766645557,0
111784101,39754,1,2,43085,430.85,43515.85,1766807500,0
141967005,39802,2,2,154,1.54,155.54,1766654423,1
134385278,39934,3,4,283,2.83,285.83,1764573188,1
148405653,39934,3,2,470,4.7,474.7,1765262014,0
147745251,39934,2,4,360,3.6,363.6,1766060218,0
133773615,39950,4,1,203,2.03,205.03,1765174423,1
120954602,40071,3,3,154,1.54,155.54,1766112337,1
148241953,40245,5,5,381,3.81,384.81,1764699798,1
143940916,40245,5,2,564,5.64,569.64,1766372895,0
146206681,40284,3,2,18943,189.43,19132.43,1764610697,1
118379070,40284,5,2,14340,143.4,14483.4,1764679297,0
144194191,40284,4,5,2086,20.86,2106.86,1764956994,0
133534253,40284,2,2,59381,593.81,59974.81,1765162141,0
121319437,40284,3,4,3657,36.57,3693.57,1765176249,0
120735345,40284,1,4,14102,141.02,14243.02,1765334788,0
139004893,40284,2,4,53725,537.25,54262.25,1765590630,0
123688141,40284,2,2,2293,22.93,2315.93,1765607625,0
142836404,40284,1,4,6157,61.57,6218.57,1765618750,0
142765310,40284,2,2,4041,40.41,4081.41,1765914998,0
135465201,40284,5,2,1327,13.27,1340.27,1766061716,0
113632140,40284,3,5,16587,165.87,16752.87,1766599635,0
145550609,40284,3,4,2850,28.5,2878.5,1766716057,0
112387925,40284,3,NA,2836,28.36,2864.36,1766828523,0
101627709,40284,4,1,3571,35.71,3606.71,1767020767,0
103591697,40337,5,1,374,3.74,377.74,1765957131,1
140256138,40352,2,3,380,3.8,383.8,1766729958,1
138592073,40472,2,1,3248,32.48,3280.48,1764667940,1
108104554,40472,1,2,1015,10.15,1025.15,1764781963,0
106197253,40472,5,2,2220,22.2,2242.2,1764829736,0
114428157,40472,5,2,2181,21.81,2202.81,1765126968,0
149431601,40472,3,2,70783,707.83,71490.83,1765221775,0
142143353,40472,2,2,1580,15.8,1595.8,1765975482,0
145371000,40472,1,4,2970,29.7,2999.7,1766082710,0
125922532,40472,4,4,10086,100.86,10186.86,1766110149,0
103270987,40472,5,2,58721,587.21,59308.21,1766124103,0
102787798,40472,2,5,1265,12.65,1277.65,1766146122,0
138056994,40472,3,4,10792,107.92,10899.92,1766250271,0
102169823,40472,2,2,6442,64.42,6506.42,1766394660,0
139269147,40472,4,4,4023,40.23,4063.23,1766583990,0
147937777,40472,1,5,4158,41.58,4199.58,1766661365,0
147188697,40472,5,2,2738,27.38,2765.38,1766794343,0
115333567,40472,3,4,32485,324.85,32809.85,1767076695,0
145525087,40472,3,4,1781,17.81,1798.81,1767091076,0
119866706,40472,3,1,1332,13.32,1345.32,1767119196,0
143571068,40477,2,5,335,3.35,338.35,1766166913,1
101255022,40579,2,4,145,1.45,146.45,1765075103,1
146985390,40579,3,2,167,1.67,168.67,1766173646,0
115955024,40579,1,4,94,0.94,94.94,1766926367,0
132102906,40587,2,2,294,2.94,296.94,1765404429,1
113287194,40587,2,2,340,3.4,343.4,1767182660,0
148365356,40597,2,4,540,5.4,545.4,1765550293,1
110087471,40691,2,3,124,1.24,125.24,1765905350,1
132946583,40691,1,2,235,2.35,237.35,1766228447,0
135424953,40691,5,2,452,4.52,456.52,1766449456,0
119785024,40933,5,4,277,2.77,279.77,1765543182,1
127477739,40945,3,3,194,1.94,195.94,1764522248,1
129026367,41067,5,4,508,5.08,513.08,1764591336,1
118913912,41067,4,2,107,1.07,108.07,1765665787,0
110902154,41223,5,4,9326,93.26,9419.26,1764830086,1
103156951,41223,1,4,16258,162.58,16420.58,1765210981,0
131253760,41223,2,2,14208,142.08,14350.08,1765267708,0
126586135,41223,4,4,3239,32.39,3271.39,1765268800,0
106269845,41223,1,4,2930,29.3,2959.3,1766224426,0
121782202,41223,1,5,2822,28.22,2850.22,1766247303,0
103071167,41223,3,2,2551,25.51,2576.51,1766250990,0
127183553,41223,2,4,5041,50.41,5091.41,1766422890,0
134795994,41223,4,4,3252,32.52,3284.52,1766557426,0
144935222,41223,2,1,13835,138.35,13973.35,1766559137,0
117520926,41223,1,2,2692,26.92,2718.92,1766643391,0
141578179,41223,1,4,1525,15.25,1540.25,1766723135,0
129693052,41223,2,2,4003,40.03,4043.03,1767107494,0
126514149,41247,3,2,219,2.19,221.19,1765521033,1
124164777,41247,4,4,170,1.7,171.7,1767183053,0
116231427,41370,5,4,139,1.39,140.39,1765841743,1
146854079,41570,5,3,314,3.14,317.14,1765347193,1
125431443,41570,1,4,636,6.36,642.36,1766408296,0
117613957,41595,1,2,241,2.41,243.41,1766855995,1
106027505,41683,2,3,274,2.74,276.74,1765629827,1
134878063,41813,3,2,412,4.12,416.12,1766051535,1
148770478,41813,2,5,155,1.55,156.55,1766683803,0
104216432,41825,5,1,208,2.08,210.08,1764869845,1
142068526,41825,1,2,413,4.13,417.13,1764885685,0
127391396,41825,1,1,260,2.6,262.6,1766856313,0
138196315,41948,2,2,168,1.68,169.68,1765090687,1
145086954,41948,4,2,748,7.48,755.48,1766072272,0
123697456,41984,4,2,259,2.59,261.59,1765203461,1
146678974,41995,1,4,1662,16.62,1678.62,1764814278,1
112880514,41995,1,4,9928,99.28,10027.28,1764843441,0
114277208,41995,4,2,6759,67.59,6826.59,1764915845,0
100076871,41995,3,1,17086,170.86,17256.86,1765145730,0
120735223,41995,5,4,2964,29.64,2993.64,1765348367,0
121468133,41995,NA,2,13051,130.51,13181.51,1765387904,0
140949402,41995,3,4,79697,796.97,80493.97,1765455655,0
119427589,41995,2,4,7484,74.84,7558.84,1765531440,0
123187285,41995,3,4,2401,24.01,2425.01,1765645839,0
147318825,41995,2,3,12483,124.83,12607.83,1765902131,0
107219854,41995,4,2,2402,24.02,2426.02,1766038812,0
125653582,41995,4,2,970,9.7,979.7,1766077217,0
104402087,41995,1,2,1934,19.34,1953.34,1766193171,0
133231791,41995,1,2,1832,18.32,1850.32,1766259909,0
147429627,41995,1,4,2706,27.06,2733.06,1766319127,0
112024881,41995,4,2,13348,133.48,13481.48,1766440777,0
145472033,41995,1,5,16069,160.69,16229.69,1766515538,0
115336931,41995,1,4,10574,105.74,10679.74,1766731551,0
140693397,41995,3,4,2236,22.36,2258.36,1767065077,0
133582977,41995,3,2,2936,29.36,2965.36,1767117358,0
145177603,42018,4,4,260,2.6,262.6,1766847480,1
121167794,42454,2,4,248,2.48,250.48,1765629870,1
133090131,42454,2,4,302,3.02,305.02,1767145375,0
123088164,42463,1,2,143,1.43,144.43,1765819837,1
139136548,42495,3,2,352,3.52,355.52,1766737178,1
147326091,42495,3,2,184,1.84,185.84,1766910483,0
134685803,42525,5,3,252,2.52,254.52,1765022776,1
134082209,42525,2,2,160,1.6,161.6,1765467309,0
115691357,42719,4,4,432,4.32,436.32,1765371330,1
139474379,42776,5,4,177,1.77,178.77,1765386683,1
110228935,42776,3,1,424,4.24,428.24,1766408900,0
126587291,42776,5,4,649,6.49,655.49,1767128153,0
143504688,42776,5,2,831,8.31,839.31,1767161714,0
101822115,42987,5,4,1387,13.87,1400.87,1765087963,1
109007868,42987,1,2,5508,55.08,5563.08,1765128877,0
123667752,42987,3,2,1491,14.91,1505.91,1765574737,0
108134030,42987,2,2,2281,22.81,2303.81,1765608845,0
108685284,42987,5,2,2000,20,2020,1765686537,0
140345712,42987,3,2,6765,67.65,6832.65,1765872373,0
124284267,42987,1,2,38577,385.77,38962.77,1766125134,0
138101454,42987,5,2,1172,11.72,1183.72,1766164811,0
134671957,42987,3,4,17225,172.25,17397.25,1766418409,0
117688931,42987,4,4,61932,619.32,62551.32,1766573230,0
117459184,42987,5,4,74201,742.01,74943.01,1766675350,0
134747586,42987,4,4,16607,166.07,16773.07,1767077649,0
137960908,43011,3,3,198,1.98,199.98,1765516917,1
124920587,43011,2,5,274,2.74,276.74,1765606190,0
103719025,43215,1,2,224,2.24,226.24,1764656022,1
128632822,43215,5,4,277,2.77,279.77,1765559361,0
114262107,43314,5,4,14923,149.23,15072.23,1764525286,1
126133911,43314,5,2,13731,137.31,13868.31,1764754992,0
148965097,43314,3,2,848,8.48,856.48,1764784494,0
124379087,43314,4,2,1731,17.31,1748.31,1764864471,0
138500541,43314,4,5,2288,22.88,2310.88,1765119563,0
115253923,43314,2,2,93899,938.99,94837.99,1765159180,0
134705814,43314,1,2,1033,10.33,1043.33,1765297263,0
103134458,43314,5,2,1938,19.38,1957.38,1765540379,0
129062283,43314,1,2,29732,297.32,30029.32,1765820937,0
141346130,43314,5,1,2809,28.09,2837.09,1766402877,0
104606234,43314,3,3,9808,98.08,9906.08,1766460587,0
122280799,43314,1,2,3569,35.69,3604.69,1766753065,0
125536153,43314,5,4,3353,33.53,3386.53,1766972006,0
141423532,43314,2,2,17451,174.51,17625.51,1767015404,0
123474387,43314,1,2,15552,155.52,15707.52,1767164051,0
110146649,43422,1,4,206,2.06,208.06,1765648520,1
140957909,43422,NA,5,104,1.04,105.04,1766289804,0
108801446,43463,5,2,485,4.85,489.85,1765537115,1
143937596,43568,4,4,42175,421.75,42596.75,1764613091,1
131107186,43568,4,NA,1032,10.32,1042.32,1764938397,0
130133508,43568,4,5,2961,29.61,2990.61,1764957391,0
124195490,43568,3,2,2301,23.01,2324.01,1765056679,0
115365227,43568,2,2,5503,55.03,5558.03,1765129790,0
100477811,43568,2,4,1889,18.89,1907.89,1765261331,0
148069073,43568,4,4,4191,41.91,4232.91,1765473815,0
148900929,43568,4,2,4451,44.51,4495.51,1765840332,0
144825957,43568,1,2,1899,18.99,1917.99,1765904661,0
120989677,43568,1,2,14417,144.17,14561.17,1766263677,0
142999668,43568,2,2,1978,19.78,1997.78,1766491273,0
131415121,43568,1,4,2871,28.71,2899.71,1766594605,0
101080753,43568,1,4,2025,20.25,2045.25,1766731958,0
141660883,43568,2,1,27266,272.66,27538.66,1766924565,0
143317662,43568,3,NA,19915,199.15,20114.15,1767107654,0
102092654,43568,2,2,20188,201.88,20389.88,1767158651,0
145396573,43598,4,4,293,2.93,295.93,1766720151,1
103910810,43785,4,2,260,2.6,262.6,1765405343,1
109395595,43785,4,2,178,1.78,179.78,1766099438,0
141723486,43785,1,2,214,2.14,216.14,1767099222,0
107050733,43902,4,2,228,2.28,230.28,1766871903,1
139814439,44091,5,2,103,1.03,104.03,1766324514,1
130903160,44091,3,5,228,2.28,230.28,1766941486,0
103778853,44204,3,4,488,4.88,492.88,1764546632,1
113998563,44204,5,2,260,2.6,262.6,1765375480,0
116379587,44402,4,2,1231,12.31,1243.31,1765136710,1
119074421,44402,2,2,1091,10.91,1101.91,1765772536,0
103739533,44722,3,3,119,1.19,120.19,1764679265,1
102959750,45312,1,4,190,1.9,191.9,1765505231,1
122218438,45312,2,5,96,0.96,96.96,1766125954,0
132944700,45312,1,3,526,5.26,531.26,1766392311,0
109569638,45313,1,2,703,7.03,710.03,1765262535,1
128665274,45313,5,2,338,3.38,341.38,1766232021,0
114880590,45313,3,4,879,8.79,887.79,1766977970,0
136344077,45337,3,4,176,1.76,177.76,1765734763,1
125606056,45337,2,2,413,4.13,417.13,1766026622,0
101884178,45474,5,NA,15112,151.12,15263.12,1764575811,1
148448604,45474,2,5,2986,29.86,3015.86,1764678695,0
117111410,45474,4,2,2951,29.51,2980.51,1764714540,0
119917383,45474,4,2,4747,47.47,4794.47,1764852176,0
149900866,45474,1,3,5686,56.86,5742.86,1765064315,0
136963545,45474,2,4,48471,484.71,48955.71,1765261237,0
146191146,45474,1,4,3510,35.1,3545.1,1765381022,0
116158804,45474,2,5,59676,596.76,60272.76,1765667771,0
105925297,45474,2,2,2710,27.1,2737.1,1765668161,0
105484818,45474,3,2,73734,737.34,74471.34,1766020672,0
140508612,45474,4,4,10203,102.03,10305.03,1766167049,0
138952779,45474,4,5,8794,87.94,8881.94,1766386654,0
133584887,45474,3,2,2407,24.07,2431.07,1766646391,0
104028076,45474,4,NA,90327,903.27,91230.27,1766944064,0
132182047,45474,4,2,8276,82.76,8358.76,1766973968,0
136225762,45474,5,3,1126,11.26,1137.26,1767098907,0
126586334,45491,3,2,107,1.07,108.07,1765508181,1
103388088,45494,3,4,441,4.41,445.41,1765777205,1
147242893,45715,2,2,3549,35.49,3584.49,1764675293,1
125086039,45715,5,5,4315,43.15,4358.15,1764696457,0
143043576,45715,4,2,77815,778.15,78593.15,1764736122,0
125189894,45715,1,2,4077,40.77,4117.77,1764782931,0
107326930,45715,5,2,40499,404.99,40903.99,1764906680,0
145193376,45715,4,1,10622,106.22,10728.22,1764954413,0
124521015,45715,4,2,1174,11.74,1185.74,1765022472,0
136416904,45715,2,4,44693,446.93,45139.93,1765090583,0
127382389,45715,3,4,1719,17.19,1736.19,1765129921,0
100075487,45715,3,4,11887,118.87,12005.87,1765369719,0
100505652,45715,1,4,1577,15.77,1592.77,1765954185,0
108278641,45715,5,4,2060,20.6,2080.6,1766299865,0
116477985,45715,2,2,4218,42.18,4260.18,1766423118,0
114439227,45715,5,2,10456,104.56,10560.56,1766425264,0
112282233,45715,4,2,2475,24.75,2499.75,1766751496,0
108217075,45715,4,4,55119,551.19,55670.19,1766803657,0
109453569,45715,4,4,5426,54.26,5480.26,1766904197,0
124175714,45715,1,3,115448,1154.48,116602.48,1766962381,0
110039174,45715,5,4,6053,60.53,6113.53,1767099474,0
109975210,45769,1,5,559,5.59,564.59,1765163018,1
149940296,45769,2,4,230,2.3,232.3,1766593005,0
112913963,45938,2,2,160,1.6,161.6,1765701632,1
108213592,45993,2,4,5316,53.16,5369.16,1764519276,1
142361267,45993,3,4,1944,19.44,1963.44,1764792741,0
136351903,45993,4,2,2528,25.28,2553.28,1764808620,0
141401162,45993,2,4,11649,116.49,11765.49,1764915302,0
107737991,45993,5,2,4612,46.12,4658.12,1765246162,0
132239105,45993,3,2,2566,25.66,2591.66,1765554679,0
117497989,45993,5,4,921,9.21,930.21,1765559214,0
103727494,45993,5,3,10607,106.07,10713.07,1765609102,0
109444220,45993,5,4,24798,247.98,25045.98,1765779486,0
102670613,45993,3,2,11504,115.04,11619.04,1765818161,0
100968683,45993,3,1,2439,24.39,2463.39,1765818683,0
105211404,45993,2,2,9520,95.2,9615.2,1765818868,0
111870121,45993,1,3,5255,52.55,5307.55,1766365013,0
131990371,45993,4,4,1596,15.96,1611.96,1766384005,0
124169342,45993,4,4,5080,50.8,5130.8,1766413123,0
100573740,45993,5,2,5210,52.1,5262.1,1766437733,0
136805584,45993,4,4,12622,126.22,12748.22,1766486584,0
122200774,45993,3,2,1863,18.63,1881.63,1766557107,0
122102774,45993,4,4,4092,40.92,4132.92,1766658380,0
147707590,46216,5,4,711,7.11,718.11,1767077457,1
108526973,46220,5,4,142,1.42,143.42,1765043709,1
112336708,46323,1,2,104784,1047.84,105831.84,1764522417,1
142231836,46323,4,2,28244,282.44,28526.44,1764764485,0
149973552,46323,2,4,5802,58.02,5860.02,1765128298,0
117474039,46323,1,4,35075,350.75,35425.75,1765299951,0
126002503,46323,1,5,3321,33.21,3354.21,1765392513,0
110872839,46323,4,4,1997,19.97,2016.97,1765629415,0
102896037,46323,1,2,2581,25.81,2606.81,1766093042,0
125134666,46323,3,2,55435,554.35,55989.35,1766249779,0
120829619,46323,1,5,61661,616.61,62277.61,1766512854,0
116941550,46323,1,2,18454,184.54,18638.54,1766683232,0
145162388,46323,1,2,2175,21.75,2196.75,1766804805,0
131181058,46323,3,4,2694,26.94,2720.94,1766972678,0
121255371,46323,3,2,8156,81.56,8237.56,1767071261,0
145121608,46323,2,4,11381,113.81,11494.81,1767075217,0
139678725,46323,1,4,2294,22.94,2316.94,1767139813,0
112929022,46425,3,2,89436,894.36,90330.36,1764656704,1
141785924,46425,2,3,33241,332.41,33573.41,1764695499,0
108261598,46425,3,2,2614,26.14,2640.14,1765552588,0
116671991,46425,3,2,2819,28.19,2847.19,1765587832,0
118158075,46425,1,4,26221,262.21,26483.21,1765629704,0
112655936,46425,3,3,3423,34.23,3457.23,1765636495,0
122540490,46425,4,2,103537,1035.37,104572.37,1765753633,0
114208132,46425,1,2,1949,19.49,1968.49,1765822975,0
108038834,46425,4,2,4653,46.53,4699.53,1765887337,0
109581338,46425,3,4,3697,36.97,3733.97,1766050825,0
142426903,46425,3,4,7942,79.42,8021.42,1766079051,0
145106093,46425,1,4,33253,332.53,33585.53,1766329221,0
115796240,46425,5,3,104576,1045.76,105621.76,1766337368,0
142030880,46425,3,2,4073,40.73,4113.73,1766390094,0
137076022,46425,2,5,2841,28.41,2869.41,1766477987,0
113258162,46425,1,4,3234,32.34,3266.34,1766523663,0
132108349,46425,3,5,9080,90.8,9170.8,1766620209,0
101980660,46425,2,2,14171,141.71,14312.71,1766683114,0
134720292,46425,5,NA,4391,43.91,4434.91,1766716192,0
114023988,46425,NA,4,3529,35.29,3564.29,1766752742,0
103392500,46425,3,2,87287,872.87,88159.87,1767162619,0
131710193,46526,NA,4,292,2.92,294.92,1765478158,1
135132294,46526,5,3,293,2.93,295.93,1766296948,0
105007026,46734,4,3,283,2.83,285.83,1766566154,1
146726107,46766,2,1,404,4.04,408.04,1764759406,1
115280651,46766,2,1,117,1.17,118.17,1765669667,0
145249681,46766,1,4,233,2.33,235.33,1766091309,0
148700150,46817,5,2,8511,85.11,8596.11,1764590690,1
100691806,46817,3,1,3136,31.36,3167.36,1764953725,0
101715516,46817,4,3,18761,187.61,18948.61,1765096018,0
137425971,46817,2,4,5058,50.58,5108.58,1765525249,0
105190834,46817,1,2,4116,41.16,4157.16,1765952671,0
136407441,46817,5,5,2089,20.89,2109.89,1766059183,0
135655147,46817,2,4,27888,278.88,28166.88,1766090062,0
102818993,46817,3,5,2148,21.48,2169.48,1766253385,0
